Opportunity__c,External_ID__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Rate__c,Buy_Type__c,Media_Code__c,Special_Product__c
0063100000elQnYAAU,Swiss:18606-7,"Apr 18, 2016","Sep 30, 2016",120.45,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,4302,59.63102,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19538-4,"Apr 18, 2016","Sep 30, 2016",267.25,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,9544,140.05,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19292-2,"Apr 18, 2016","Sep 30, 2016",160.35,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,5726,80.175,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19086-8,"Apr 18, 2016","Sep 30, 2016",296.15,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,10576,157.3111,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:18859-9,"Apr 18, 2016","Sep 30, 2016",382.95,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,13677,160.0825,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19292-8,"Apr 18, 2016","Sep 30, 2016",301.15,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,10756,150.575,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnYAAU,Swiss:19829-2,"Apr 18, 2016","Sep 30, 2016",82.75,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2955,39.55,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQnFAAU,Swiss:19294-1,"May 31, 2016","Aug 25, 2016",2271.8,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,70993,954.156,Externally Managed,32,CPM,Mobile,Xaxis Mobile
0063100000elQnFAAU,Swiss:19089-1,"May 31, 2016","Aug 25, 2016",2055.55,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,58730,1130.553,Externally Managed,35,CPM,Video,Xaxis TV
0063100000elQnFAAU,Swiss:19089-2,"May 31, 2016","Aug 25, 2016",1869.3,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,58415,710.334,Externally Managed,32,CPM,Mobile,Xaxis Mobile
0063100000elQmnAAE,Swiss:19295-5,"Jul 6, 2016","Jul 10, 2016",400,Xaxis Premium_XAXIS-XP-UAP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,50000,132,Externally Managed,8,CPM,Display,Xaxis Premium
0063100000elQmnAAE,Swiss:19295-6,"Jul 6, 2016","Jul 10, 2016",450,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,17308,189,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQmnAAE,Swiss:19295-8,"Jul 6, 2016","Jul 10, 2016",400,Xaxis Premium_XAXIS-XP-UAP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,50000,132,Externally Managed,8,CPM,Display,Xaxis Premium
0063100000elQmnAAE,Swiss:19295-2,"Jul 6, 2016","Jul 10, 2016",400,Xaxis Premium_XAXIS-XP-UAP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,50000,132,Externally Managed,8,CPM,Display,Xaxis Premium
0063100000elQmnAAE,Swiss:19295-3,"Jul 6, 2016","Jul 10, 2016",450,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,17308,189,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQmnAAE,Swiss:19295-4,"Jul 6, 2016","Jul 10, 2016",450,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,23684,243,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQmnAAE,Swiss:19295-1,"Jul 6, 2016","Jul 10, 2016",450,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,23684,243,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQmnAAE,Swiss:19295-7,"Jul 6, 2016","Jul 10, 2016",450,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,23684,243,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQmnAAE,Swiss:19295-9,"Jul 6, 2016","Jul 10, 2016",450,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,17308,189,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQlDAAU,Swiss:18356-7,"Jan 11, 2016","Apr 3, 2016",771.35,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,29667,185.124,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQlDAAU,Swiss:17997-10,"Jan 11, 2016","Apr 3, 2016",2630.6,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,79715,1604.666,Externally Managed,33,CPM,Video,Xaxis TV
0063100000elQlDAAU,Swiss:18356-13,"Jan 11, 2016","Apr 3, 2016",279.05,Xaxis Premium_XAXIS-XP-UAP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,23256,78.19371,Externally Managed,12,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18607-2,"Jan 11, 2016","Apr 3, 2016",70.2,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2926,34.75382,Externally Managed,23.99,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:17997-2,"Jan 11, 2016","Apr 3, 2016",333.55,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,13897,186.788,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18356-11,"Jan 11, 2016","Apr 3, 2016",501.35,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,15193,245.6615,Externally Managed,33,CPM,Video,Xaxis TV
0063100000elQlDAAU,Swiss:18096-15,"Jan 11, 2016","Apr 3, 2016",187.7,Xaxis Premium_XAXIS-XP-UAP-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,15643,47.62201,Externally Managed,12,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:17997-9,"Jan 11, 2016","Apr 3, 2016",101.6,Xaxis Mobile_XAXIS-XM-MRT-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,3908,52.832,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQlDAAU,Swiss:18096-8,"Jan 11, 2016","Apr 3, 2016",403.55,Xaxis Mobile_XAXIS-XM-MRT-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,15521,96.852,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQlDAAU,Swiss:18096-1,"Jan 11, 2016","Apr 3, 2016",1179.75,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,49156,464.7401,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:17997-15,"Jan 11, 2016","Apr 3, 2016",74.3,Xaxis Premium_XAXIS-XP-UAP-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,6190,23.033,Externally Managed,12,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18096-14,"Jan 11, 2016","Apr 3, 2016",926.2,Xaxis Premium_XAXIS-XP-UAP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,77183,234.9894,Externally Managed,12,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:17997-1,"Jan 11, 2016","Apr 3, 2016",909.1,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,37879,509.096,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:17997-13,"Jan 11, 2016","Apr 3, 2016",1394.25,Xaxis Premium_XAXIS-XP-UAP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,116186,432.2175,Externally Managed,12,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18607-4,"Jan 11, 2016","Apr 3, 2016",37.25,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,1960,16.01498,Externally Managed,19.01,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18096-4,"Jan 11, 2016","Apr 3, 2016",965.9,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,50836,349.0898,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18356-4,"Jan 11, 2016","Apr 3, 2016",749.8,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,39463,282.7361,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18356-8,"Jan 11, 2016","Apr 3, 2016",540.9,Xaxis Mobile_XAXIS-XM-MRT-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,20803,129.816,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQlDAAU,Swiss:18356-6,"Jan 11, 2016","Apr 3, 2016",65.85,Xaxis Premium_XAXIS-XP-HP-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,3465,24.83085,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:17997-11,"Jan 11, 2016","Apr 3, 2016",938.65,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,28444,572.5765,Externally Managed,33,CPM,Video,Xaxis TV
0063100000elQlDAAU,Swiss:18607-8,"Jan 11, 2016","Apr 3, 2016",30.6,Xaxis Mobile_XAXIS-XM-MRT-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,1177,9.486,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQlDAAU,Swiss:18096-6,"Jan 11, 2016","Apr 3, 2016",79.2,Xaxis Premium_XAXIS-XP-HP-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,4168,28.62399,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18356-1,"Jan 11, 2016","Apr 3, 2016",809.85,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,33743,328.3609,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18356-2,"Jan 11, 2016","Apr 3, 2016",504.6,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,21026,204.5946,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18356-5,"Jan 11, 2016","Apr 3, 2016",516.35,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,27176,194.7063,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18096-5,"Jan 11, 2016","Apr 3, 2016",367.25,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,19328,132.7293,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:17997-14,"Jan 11, 2016","Apr 3, 2016",357.2,Xaxis Premium_XAXIS-XP-UAP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,29766,110.732,Externally Managed,12,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18607-3,"Jan 11, 2016","Apr 3, 2016",0.95,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,40,0.4703153,Externally Managed,23.75,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18607-1,"Jan 11, 2016","Apr 3, 2016",39.95,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,1664,19.77799,Externally Managed,24.01,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18096-13,"Jan 11, 2016","Apr 3, 2016",2023.4,Xaxis Premium_XAXIS-XP-UAP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,168615,513.3637,Externally Managed,12,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18356-12,"Jan 11, 2016","Apr 3, 2016",957.4,Xaxis Premium_XAXIS-XP-UAP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,79782,268.2769,Externally Managed,12,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18096-11,"Jan 11, 2016","Apr 3, 2016",5.3,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,160,2.385,Externally Managed,33.13,CPM,Video,Xaxis TV
0063100000elQlDAAU,Swiss:18356-3,"Jan 11, 2016","Apr 3, 2016",86.55,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,3607,35.09247,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:17997-4,"Jan 11, 2016","Apr 3, 2016",865.25,Xaxis Premium_XAXIS-XP-HP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,45539,372.0575,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18607-7,"Jan 11, 2016","Apr 3, 2016",46.45,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,1786,14.3995,Externally Managed,26.01,CPM,Mobile,Xaxis Mobile
0063100000elQlDAAU,Swiss:18607-5,"Jan 11, 2016","Apr 3, 2016",45.75,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2407,19.6694,Externally Managed,19.01,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18096-3,"Jan 11, 2016","Apr 3, 2016",81.75,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,3406,32.20386,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18096-10,"Jan 11, 2016","Apr 3, 2016",45.3,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,1373,20.385,Externally Managed,32.99,CPM,Video,Xaxis TV
0063100000elQlDAAU,Swiss:17997-3,"Jan 11, 2016","Apr 3, 2016",55.8,Xaxis Premium_XAXIS-XP-WB-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2324,31.248,Externally Managed,24.01,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18356-10,"Jan 11, 2016","Apr 3, 2016",3003.4,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,91012,1471.666,Externally Managed,33,CPM,Video,Xaxis TV
0063100000elQlDAAU,Swiss:17997-5,"Jan 11, 2016","Apr 3, 2016",253.45,Xaxis Premium_XAXIS-XP-HP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,13340,108.9835,Externally Managed,19,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:17997-8,"Jan 11, 2016","Apr 3, 2016",211.35,Xaxis Mobile_XAXIS-XM-MRT-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,8129,109.902,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQlDAAU,Swiss:18356-14,"Jan 11, 2016","Apr 3, 2016",50.5,Xaxis Premium_XAXIS-XP-UAP-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,4209,14.15081,Externally Managed,12,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18096-7,"Jan 11, 2016","Apr 3, 2016",1121.05,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,43118,269.052,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQlDAAU,Swiss:18096-2,"Jan 11, 2016","Apr 3, 2016",426.75,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,17782,168.1101,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:17997-7,"Jan 11, 2016","Apr 3, 2016",675.4,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,25977,351.208,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQlDAAU,Swiss:18096-9,"Jan 11, 2016","Apr 3, 2016",70.35,Xaxis Mobile_XAXIS-XM-MRT-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2705,16.884,Externally Managed,26.01,CPM,Mobile,Xaxis Mobile
0063100000elQlDAAU,Swiss:17997-6,"Jan 11, 2016","Apr 3, 2016",54.85,Xaxis Premium_XAXIS-XP-HP-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,2886,23.5855,Externally Managed,19.01,CPM,Display,Xaxis Premium
0063100000elQlDAAU,Swiss:18356-9,"Jan 11, 2016","Apr 3, 2016",28.65,Xaxis Mobile_XAXIS-XM-MRT-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,1102,6.876,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQlDAAU,Swiss:18607-6,"Jan 11, 2016","Apr 3, 2016",0.15,Xaxis Premium_XAXIS-XP-HP-I,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,9,0.06448983,Externally Managed,16.67,CPM,Display,Xaxis Premium
0063100000elQmaAAE,Swiss:19090-2,"Apr 7, 2016","Jun 30, 2016",647.3,Xaxis Premium_XAXIS-XP-UAP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,53941,160.3843,Externally Managed,12,CPM,Display,Xaxis Premium
0063100000elQmaAAE,Swiss:18609-8,"Apr 7, 2016","Jun 30, 2016",439.7,Xaxis Mobile_XAXIS-XM-MRT-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,14657,136.307,Externally Managed,30,CPM,Mobile,Xaxis Mobile
0063100000elQmaAAE,Swiss:18609-2,"Apr 7, 2016","Jun 30, 2016",797,Xaxis Premium_XAXIS-XP-UAP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,66417,179.5194,Externally Managed,12,CPM,Display,Xaxis Premium
0063100000elQmaAAE,Swiss:19090-7,"Apr 7, 2016","Jun 30, 2016",1489.4,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,49646,565.972,Externally Managed,30,CPM,Mobile,Xaxis Mobile
0063100000elQmaAAE,Swiss:18862-2,"Apr 7, 2016","Jun 30, 2016",555.7,Xaxis Premium_XAXIS-XP-UAP-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,46309,160.6607,Externally Managed,12,CPM,Display,Xaxis Premium
0063100000elQmaAAE,Swiss:18862-4,"Apr 7, 2016","Jun 30, 2016",551.4,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,19693,230.4987,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQmaAAE,Swiss:18609-7,"Apr 7, 2016","Jun 30, 2016",1026.8,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,34226,318.308,Externally Managed,30,CPM,Mobile,Xaxis Mobile
0063100000elQmaAAE,Swiss:19090-1,"Apr 7, 2016","Jun 30, 2016",1854.05,Xaxis Premium_XAXIS-XP-UAP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,154506,459.386,Externally Managed,12,CPM,Display,Xaxis Premium
0063100000elQmaAAE,Swiss:18609-5,"Apr 7, 2016","Jun 30, 2016",350.2,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,12507,173.3731,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQmaAAE,Swiss:19090-8,"Apr 7, 2016","Jun 30, 2016",714.1,Xaxis Mobile_XAXIS-XM-MRT-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,23803,271.358,Externally Managed,30,CPM,Mobile,Xaxis Mobile
0063100000elQmaAAE,Swiss:18862-6,"Apr 7, 2016","Jun 30, 2016",526.2,Xaxis Mobile_XAXIS-XM-MRT-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,17540,163.122,Externally Managed,30,CPM,Mobile,Xaxis Mobile
0063100000elQmaAAE,Swiss:18862-3,"Apr 7, 2016","Jun 30, 2016",1166.45,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,41659,487.6047,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQmaAAE,Swiss:19090-5,"Apr 7, 2016","Jun 30, 2016",778.4,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,27800,413.4762,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQmaAAE,Swiss:18609-1,"Apr 7, 2016","Jun 30, 2016",2223.2,Xaxis Premium_XAXIS-XP-UAP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,185265,500.7622,Externally Managed,12,CPM,Display,Xaxis Premium
0063100000elQmaAAE,Swiss:19090-4,"Apr 7, 2016","Jun 30, 2016",1977.4,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,70622,1050.37,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQmaAAE,Swiss:18862-5,"Apr 7, 2016","Jun 30, 2016",1191.95,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,39731,369.5045,Externally Managed,30,CPM,Mobile,Xaxis Mobile
0063100000elQmaAAE,Swiss:18609-4,"Apr 7, 2016","Jun 30, 2016",776.15,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,27719,384.2476,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQmaAAE,Swiss:18862-1,"Apr 7, 2016","Jun 30, 2016",1522.75,Xaxis Premium_XAXIS-XP-UAP-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,126896,440.2486,Externally Managed,12,CPM,Display,Xaxis Premium
0063100000elQlYAAU,Swiss:18611-5,"Apr 7, 2016","Apr 30, 2016",562.05,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,20074,278.2534,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQlYAAU,Swiss:18611-8,"Apr 7, 2016","Apr 30, 2016",655.6,Xaxis Mobile_XAXIS-XM-MRT-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,21853,203.236,Externally Managed,30,CPM,Mobile,Xaxis Mobile
0063100000elQlYAAU,Swiss:18611-7,"Apr 7, 2016","Apr 30, 2016",1575,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,52500,488.25,Externally Managed,30,CPM,Mobile,Xaxis Mobile
0063100000elQlYAAU,Swiss:18611-4,"Apr 7, 2016","Apr 30, 2016",1358.65,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,48523,672.6251,Externally Managed,28,CPM,Display,Xaxis Premium
0063100000elQmbAAE,Swiss:18863-2,"Apr 7, 2016","Jun 30, 2016",1191,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,36091,583.59,Externally Managed,33,CPM,Video,Xaxis TV
0063100000elQmbAAE,Swiss:18610-2,"Apr 7, 2016","Jun 30, 2016",2020.05,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,61214,1050.426,Externally Managed,33,CPM,Video,Xaxis TV
0063100000elQmbAAE,Swiss:18863-1,"Apr 7, 2016","Jun 30, 2016",3020.8,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,91540,1480.192,Externally Managed,33,CPM,Video,Xaxis TV
0063100000elQmbAAE,Swiss:19091-1,"Apr 7, 2016","Jun 30, 2016",7711.05,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,233668,4241.078,Externally Managed,33,CPM,Video,Xaxis TV
0063100000elQmbAAE,Swiss:19091-2,"Apr 7, 2016","Jun 30, 2016",1645.7,Xaxis TV_XAXIS-XT-ROLLS-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,49869,905.135,Externally Managed,33,CPM,Video,Xaxis TV
0063100000elQmbAAE,Swiss:18610-1,"Apr 7, 2016","Jun 30, 2016",3240.7,Xaxis TV_XAXIS-XT-ROLLS-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,98203,1685.164,Externally Managed,33,CPM,Video,Xaxis TV
0063100000elQnXAAU,Swiss:19296-4,"Jul 11, 2016","Sep 30, 2016",450.95,Xaxis Mobile_XAXIS-XM-MRT-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,17345,189.399,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQnXAAU,Swiss:19830-2,"Jul 11, 2016","Sep 30, 2016",1686.75,Xaxis Premium_XAXIS-XP-WB-F,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,70281,806.15,Externally Managed,24,CPM,Display,Xaxis Premium
0063100000elQnXAAU,Swiss:19830-3,"Jul 11, 2016","Sep 30, 2016",115.1,Xaxis Mobile_XAXIS-XM-MRT-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,4427,50.34,Externally Managed,26,CPM,Mobile,Xaxis Mobile
0063100000elQnXAAU,Swiss:19830-1,"Jul 11, 2016","Sep 30, 2016",163.65,Xaxis Premium_XAXIS-XP-WB-D,Net Cost (Calc Margin),MediaTrader,012i0000001EB0xAAG,6818,78.21,Externally Managed,24,CPM,Display,Xaxis Premium
