Opportunity__c,External_ID__c,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,RecordTypeId,Buy_Volume__c,Media_Net_Cost__c,Input_Mode__c,Opp_Buy_Description__c,Rate__c,Buy_Type__c,Frequency_Cap__c,Frequency_Scope__c,Special_Product__c,Target_Age_Freeform_Entry__c,Target_Gender__c
0063100000fJYbGAAW,Netherlands: 20160052,"Jan 15, 2016","Feb 4, 2016",7902.28,Online video 10 sec en een gelijkmatige uitlevering.,Net Cost (Calc Margin),012i0000001EB0nAAG,585354,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-54,
0063100000fJYiNAAW,Netherlands: 20160168,"Apr 11, 2016","Apr 29, 2016",1123.32,Targeting op provincie Friesland,Net Cost (Calc Margin),012i0000001EB0nAAG,408480,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,18-55,
0063100000fJYiTAAW,Netherlands: 20160348,"Jun 6, 2016","Jun 24, 2016",2490,MBA-80912-2016-0209 -- Friday Night Out Jan Smit,Net Cost (Calc Margin),012i0000001EB0nAAG,199200,0,Externally Managed,,12.5,CPM,5,Per campaign,Display - Half Page Ad,25-55,
0063100000fJYaTAAW,Netherlands: 20150825,"Dec 14, 2015","Jan 3, 2016",11813,Lifestyle umfelt,Net Cost (Calc Margin),012i0000001EB0nAAG,787533,0,Externally Managed,,15,CPM,3,Per campaign,Xaxis Display,20-49,Male
0063100000fJYiFAAW,Netherlands: 20160101,"Feb 8, 2016","Feb 26, 2016",935,Targeting op Breda met een straal van 45 km,Net Cost (Calc Margin),012i0000001EB0nAAG,155833,0,Externally Managed,,6,CPM,6,Per campaign,Mobile - Halfpage ad,18-50,
0063100000fJYaNAAW,Netherlands: 20160104,"Mar 14, 2016","Mar 27, 2016",5200.29,pas na 18:00 uur live,Net Cost (Calc Margin),012i0000001EB0nAAG,385207,0,Externally Managed,,13.5,CPM,4,Per campaign,Video - Preroll 20s,20-34,Female
0063100000fJYaWAAW,Netherlands: 20150843,"Dec 15, 2015","Jan 30, 2016",10383.6,Campagnes HPA & BB koppelen in Bright,Net Cost (Calc Margin),012i0000001EB0nAAG,830688,0,Externally Managed,,12.5,CPM,3,Per campaign,Xaxis Display,30-55,
0063100000fJYaDAAW,Netherlands: 20160490,"Aug 15, 2016","Nov 20, 2016",13500,"mid and high income (hier kunnen we niet op targeten, wel valideren met TNS NIPO. Graag meenemen in Eind Rapportage)",Net Cost (Calc Margin),012i0000001EB0nAAG,1000000,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-55,
0063100000fJYiPAAW,Netherlands: 20160279,"May 14, 2016","Jun 4, 2016",1865.75,"Targeting: 25-40 jaar, Enschede + 35km radius",Net Cost (Calc Margin),012i0000001EB0nAAG,310958,0,Externally Managed,,6,CPM,5,Per campaign,Mobile - Halfpage ad,25-40,
0063100000fJYaKAAW,Netherlands: 20160230,"Apr 11, 2016","May 1, 2016",6599.07,Bij eindevaluatie Turbine segmenten uitdraaien. Turbine pixel + LAL gemaakt op users die de video 100% hebben uitgekeken.,Net Cost (Calc Margin),012i0000001EB0nAAG,488820,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,18-35,
0063100000fJYiLAAW,Netherlands: 20160208,"Apr 11, 2016","Apr 29, 2016",2541.39,Targeting 26-40 in en bij Breda met een straal van 45km.,Net Cost (Calc Margin),012i0000001EB0nAAG,924141,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,25-40,
0063100000fJYbRAAW,Netherlands: 20160194,"Jun 6, 2016","Jun 18, 2016",7123.49,Doelgroep nagevraagd,Net Cost (Calc Margin),012i0000001EB0nAAG,508821,0,Externally Managed,,14,CPM,3,Per campaign,Display - Frequency booster,35-54,Male
0063100000fJYbCAAW,Netherlands: 20160312,"May 17, 2016","Jun 5, 2016",3500,MAX-128858-2016-0227 -- Zalando OLV - NL-BE Wallonia - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,140000,0,Externally Managed,Gelijkmatige uitlevering van de impressies over de dagen. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten. : Style & Fashion,25,CPM,3,Per campaign,Video - Preroll 20s,,
0063100000fJYanAAG,Netherlands: 20150800,"Dec 27, 2015","Jan 16, 2016",6852.8,2015-12 Diamant December-Januari,Net Cost (Calc Margin),012i0000001EB0nAAG,507615,0,Externally Managed,,13.5,CPM,3,Per campaign,Xaxis TV,25-55,Female
0063100000fJYb5AAG,Netherlands: 20150723,"Dec 14, 2015","Dec 31, 2015",4200,"Ook Interessesegmenten: Insurance, Financial planning en Health and Fitness. Turbine pixel op click.",Net Cost (Calc Margin),012i0000001EB0nAAG,700000,0,Externally Managed,,6,CPM,3,Per campaign,Xaxis Mobile,35-65,
0063100000fJYapAAG,Netherlands: 20160392,"Jul 10, 2016","Aug 12, 2016",20655,KARWEI_OLV_zomercampagne_week 28-32,Net Cost (Calc Margin),012i0000001EB0nAAG,1530000,0,Externally Managed,"De volgende instructies gelden voor deze campagne:
Uitzenden van zo 10-07 na 18hr t/m vr 15-07
Uitzenden van zo 17-07 na 18hr t/m vr 22-07
Uitzenden van zo 24-07 na 18hr t/m vr 29-07
Uitzenden van zo 31-07 na 18hr t/m vr 05-08
Uitzenden van zo 07-08 na 18hr t/m vr 12-08
(Kortom, alle dagen van de week  behalve zaterdag)",13.5,CPM,3,Per campaign,Video - Preroll 20s,25-35,
0063100000fJYiGAAW,Netherlands: 20160090,"Feb 15, 2016","Feb 26, 2016",1101.6,"2 vragen bij petra liggen: wat is de doelgroep en wat is de cap? extra info: bannering in Zandvoort straal 15 km, De Friday Night Out vindt plaats op 26 februari. De campagne dient daarom te
lopen tot en met deze dag.",Net Cost (Calc Margin),012i0000001EB0nAAG,400581,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,30-65,
0063100000fJYatAAG,Netherlands: 20160352,"Jun 13, 2016","Jul 6, 2016",6399.65,4-7 campagne is verlengd,Net Cost (Calc Margin),012i0000001EB0nAAG,474048,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-54,
0063100000fJYbAAAW,Netherlands: 20160309,"May 17, 2016","Jun 5, 2016",1350,MAX-128858-2016-0227 -- Zalando OLV - NL-BE - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,100000,0,Externally Managed,Gelijkmatige uitlevering van de impressies over de dagen. De doelgroep betreft Vrouwen 20-39 jaar en Turbine segment Style & Fashion. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten. : Style & Fashion,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-39,Female
0063100000fJYb0AAG,Netherlands: 20160353,"Jul 18, 2016","Aug 7, 2016",13494.6,"STIVA tijdvak aanhouden, inzet tussen 21:00-06:00 uur. Combi Video pakket; 50% van de impressies op Desktop en 50% van de impressies op Mobile (In-app). Smartphone web mag ingezet worden.",Net Cost (Calc Margin),012i0000001EB0nAAG,1079568,0,Externally Managed,,12.5,CPM,3,Per campaign,Video - Preroll 20s,25-54,
0063100000fJYaUAAW,Netherlands: 20150833,"Dec 16, 2015","Jan 13, 2016",5319,"Focus op Entertainment, Nieuws en Sport umfelt OF Interesse Sport Movies Music. Uitsluiten MAC gebruikers. Optimalisatie op viewability 70%.",Net Cost (Calc Margin),012i0000001EB0nAAG,354600,0,Externally Managed,,15,CPM,3,Per campaign,Xaxis Display,18-35,
0063100000fJYauAAG,Netherlands: 20160377,"Jun 2, 2016","Jun 30, 2016",2548.5,GEPL volgt nog,Net Cost (Calc Margin),012i0000001EB0nAAG,254850,0,Externally Managed,,10,CPM,1,Per campaign,Mobile - Interstitial tablet,30-55,
0063100000fJYa0AAG,Netherlands: 20160181,"Apr 7, 2016","Apr 22, 2016",7200,doelgroep+ BDS 35-49.,Net Cost (Calc Margin),012i0000001EB0nAAG,533333,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,35-49,Female
0063100000fJYiPAAW,Netherlands: 20160278,"May 14, 2016","Jun 4, 2016",857.65,"Targeting: 25-40 jaar, Enschede + 35km radius",Net Cost (Calc Margin),012i0000001EB0nAAG,311872,0,Externally Managed,,2.75,CPM,5,Per campaign,Display - Standard,25-40,
0063100000fJYaZAAW,Netherlands: 20160286,"May 2, 2016","May 15, 2016",18500.47,4 mei: Akkoord op test inzet Youtube,Net Cost (Calc Margin),012i0000001EB0nAAG,1370405,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-35,
0063100000fJYiBAAW,Netherlands: 20160281,"May 16, 2016","Jun 5, 2016",3250.4,25-4: Bij Linsey nagevraagd of er getarget moet worden op Mannen of op Vrouwen,Net Cost (Calc Margin),012i0000001EB0nAAG,240770,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-40,Female
0063100000fJYaBAAW,Netherlands: 20160096,"Mar 1, 2016","Apr 30, 2016",6750.43,"Divorce,Apartments, Business construction, Real estate- Buying selling homes/remodeling and construction, Vintage cars met motorcycles en minivan. Collecting. Travel",Net Cost (Calc Margin),012i0000001EB0nAAG,500032,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-55,
0063100000fJYaAAAW,Netherlands: 20160178,"Mar 17, 2016","Apr 2, 2016",4999.99,"Collecting, apartments, gardening",Net Cost (Calc Margin),012i0000001EB0nAAG,357142,0,Externally Managed,,14,CPM,3,Per campaign,Display - Frequency booster,25-55,
0063100000fJYbAAAW,Netherlands: 20160310,"May 17, 2016","Jun 5, 2016",4600,MAX-128858-2016-0227 -- Zalando OLV - NL-BE - May June 2016 -SS16 flight 3,Net Cost (Calc Margin),012i0000001EB0nAAG,400000,0,Externally Managed,Gelijkmatige uitlevering van de impressies over de dagen. De hosting van de video vindt plaats in het Xaxis account. De trackers van Zalando worden verwerkt door GroupM Traffic tezamen met de trackers van Maxus-Helder.  Xaxis plaatst dan weer de trackers van GroupM in het Xaxis account zodat alle 3 de partijen mee kunnen meten.,11.5,CPM,3,Per campaign,Mobile - Video,20-39,Female
0063100000fJYiOAAW,Netherlands: 20160255,"May 2, 2016","May 20, 2016",2065.5,Targeting op provincie Groningen en Drenthe + Vrouwen 18-55,Net Cost (Calc Margin),012i0000001EB0nAAG,751090,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,18-55,Female
0063100000fJYiqAAG,Netherlands: 20160167,"Apr 4, 2016","Apr 17, 2016",6980.42,2016.IKEA.NEWS.SOFA.04.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,606993,0,Externally Managed,,11.5,CPM,3,Per campaign,Mobile - Video,20-39,Female
0063100000fJYbDAAW,Netherlands: 20160038,"Feb 8, 2016","Mar 6, 2016",11553.16,Uitlevering desktop + tablet,Net Cost (Calc Margin),012i0000001EB0nAAG,4201149,0,Externally Managed,,2.75,CPM,,,Display - Standard,25-64,Female
0063100000fJYbZAAW,Netherlands: 20150778,"Nov 18, 2015","Feb 21, 2016",46874.94,Frank -> briefing Suzanne,Net Cost (Calc Margin),012i0000001EB0nAAG,3472218,0,Externally Managed,,13.5,CPM,2,Per campaign,Xaxis TV,18-34,
0063100000fJYioAAG,Netherlands: 20160044,"Feb 1, 2016","Feb 21, 2016",23951.12,2016.IKEA.NEWS.BED.02.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,1774157,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-34,Female
0063100000fJYieAAG,Netherlands: 20160157,"Mar 7, 2016","Mar 20, 2016",11145.2,Ford KUGA FO_maart-2016,Net Cost (Calc Margin),012i0000001EB0nAAG,825570,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-54,
0063100000fJYb8AAG,Netherlands: 20160240,"Apr 14, 2016","May 8, 2016",5500,Gelijkmatige uitlevering van de impressies over de dagen. : Style&Fashion,Net Cost (Calc Margin),012i0000001EB0nAAG,220000,0,Externally Managed,,25,CPM,3,Per campaign,Video - Preroll 30s,,
0063100000fJYaHAAW,Netherlands: 20160161,"Apr 4, 2016","Apr 10, 2016",3442.5,"Doelgroep BDS 20-49. Cap 3 op campagneniveau en een cap van 1 per week, als dit mogeljk is.",Net Cost (Calc Margin),012i0000001EB0nAAG,255000,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-49,
0063100000fJYiSAAW,Netherlands: 20160295,"Jun 13, 2016","Jun 24, 2016",1101.6,Targeting op Zandvoort met een straal van 15 km en doelgroep 30-65 jaar,Net Cost (Calc Margin),012i0000001EB0nAAG,400581,0,Externally Managed,,2.75,CPM,7,Per campaign,Display - Standard,30-65,
0063100000fJYiwAAG,Netherlands: 20160061,"Jan 14, 2016","Jan 31, 2016",23321.69,2016.TELE2.CONSUMENT.YOKO.01.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,2027973,0,Externally Managed,,11.5,CPM,3,Per campaign,Mobile - Video,16-30,
0063100000fJYazAAG,Netherlands: 20160355,"Jun 6, 2016","Jun 29, 2016",13494.6,- smartphone web,Net Cost (Calc Margin),012i0000001EB0nAAG,1079568,0,Externally Managed,,12.5,CPM,3,Per campaign,Video - Preroll 20s,25-54,
0063100000fJYafAAG,Netherlands: 20160264,"May 7, 2016","Jun 5, 2016",10058.75,MEC-129535-2016-0778 -- 2016.HUNKEMOLLER.SWIMWEAR.0506.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,804700,0,Externally Managed,week 21 is een stopweek. Hier hebben we op 23 mei en de ochtend van 24 mei wel gelopen. Combi Desktop & Mobile Video. O.b.v. 50% van de impressies op Desktop en 50% van de impressies op Mobile Video (In-app). Een cap van 2 op Desktop en een cap van 1 op Mobile.,12.5,CPM,,,Video - Preroll 20s,20-34,Female
0063100000fJYiTAAW,Netherlands: 20160347,"Jun 6, 2016","Jun 24, 2016",500,- desktop + tablet web,Net Cost (Calc Margin),012i0000001EB0nAAG,181818,0,Externally Managed,,2.75,CPM,5,Per campaign,Display - Standard,25-55,
0063100000fJYaaAAG,Netherlands: 20160274,"Apr 22, 2016","May 29, 2016",680,MAX-126634-2016-0163 -- P9 Launch- Apr-Jun 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,50370,0,Externally Managed,"Retargeting op basis van de homepage take-over op nu.nl op 22 juni. De retargetingpixel is reeds verstuurd naar GroupM Traffic. Retargeting moet plaats vinden op 22-40 jaar en de Turbine segmenten Arts & Entertainment (zonder subsegment Gossip), Science, Technology & Computing, Style & Fashion. Het is bekend dat de retargeting op deze wijze beperkt is. Op de OLV inzet wordt wederom retargeting ingezet vanuit High Impact Display en standaard Display. Frontloaden is toegestaan (hogere impressie uitlevering aan het begin van de campagne). 29 apr: Video moet gepauzeerd worden. Nieuwe creatie volgt. : Arts & Entertainment (zonder subsegment Gossip), Science, Technology & Computing, Style & Fashion",13.5,CPM,1,Per campaign,Video - Preroll 20s,22-40,
0063100000fJYiAAAW,Netherlands: 20160280,"May 2, 2016","May 29, 2016",10800,Doelgroep Boodschappers aanmaken middels Turbine (check bij Sjoerd),Net Cost (Calc Margin),012i0000001EB0nAAG,800000,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,25-45,
0063100000fJYb6AAG,Netherlands: 20160128,"Feb 22, 2016","Mar 20, 2016",14000,NL inzet: Targeting: 60% Vrouwen en 40% Mannen. Graag aparte line items aanmaken. Graag kwalitatieve inzet aangezien complete sitelist (eenmalig) moet worden verstuurd.,Net Cost (Calc Margin),012i0000001EB0nAAG,1037037,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-39,
0063100000fJYaEAAW,Netherlands: 20160062,"Jan 18, 2016","Feb 7, 2016",7772.88,Let op: Alleen live tussen 16:30 - 20:00 dagelijks.,Net Cost (Calc Margin),012i0000001EB0nAAG,575769,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,20-29,
0063100000fJYavAAG,Netherlands: 20160366,"Jun 2, 2016","Jun 30, 2016",0,Jaguar_Land_Rover_Nederland_B.V._(NLD)_F-Pace_Online_Juni_2016,Net Cost (Calc Margin),012i0000001EB0nAAG,0,0,Externally Managed,,0,CPM,,,,,
0063100000fJYb7AAG,Netherlands: 20160239,"Apr 14, 2016","May 8, 2016",8250,Gelijkmatige uitlevering van de impressies over de dagen. : Style&Fashion,Net Cost (Calc Margin),012i0000001EB0nAAG,330000,0,Externally Managed,,25,CPM,3,Per campaign,Video - Preroll 30s,,
0063100000fJYipAAG,Netherlands: 20160114,"Mar 7, 2016","Mar 20, 2016",3593.99,MEC-43633-2016-0305 -- 2016.IKEA.NEWS.BED.03.OLV-1.0,Net Cost (Calc Margin),012i0000001EB0nAAG,312521,0,Externally Managed,,11.5,CPM,3,Per campaign,Mobile - Video,20-34,Female
0063100000fJYiDAAW,Netherlands: 20160324,"Jun 13, 2016","Jul 10, 2016",7799.6,2016-06 Greek Oikos juni-juli 2016,Net Cost (Calc Margin),012i0000001EB0nAAG,577748,0,Externally Managed,,13.5,CPM,3,Per campaign,Video - Preroll 20s,35-55,Female
0063100000fJYaOAAW,Netherlands: 20160106,"Mar 31, 2016","Apr 12, 2016",5200.29,Spring Kids maart-april,Net Cost (Calc Margin),012i0000001EB0nAAG,385207,0,Externally Managed,,13.5,CPM,4,Per campaign,Video - Preroll 20s,20-49,Female
0063100000fJYiuAAG,Netherlands: 20150808,"Nov 20, 2015","Jan 3, 2016",32200,Week 50 uitsluiten met eerste contacten bereiken. Enkel retargeting.,Net Cost (Calc Margin),012i0000001EB0nAAG,2800000,0,Externally Managed,,11.5,CPM,3,Per campaign,Xaxis TV,18-30,
