Opportunity__c,External_Id__c,Product_Detail__C,Start_Date__c,End_Date__c,Gross_Cost__c,Buy_Name_txt__c,Imputing_Margin_or_Net__c,PackageType__c,RecordTypeId,Media_Net_Cost__c,Input_Mode__c,Audience_Tier__c,Opp_Buy_Description__c,Media_Code__c
0063100000fkOjlAAE,NordicOrderID:20100,Xaxis TV,2016-09-12 12:00:00,2016-10-02 12:00:00,5400,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Whitelist Men 16-30, the common urban guy+retargeting Desktop Banner freq. 2 pr week",Video
0063100000fkOfKAAU,NordicOrderID:16682,Xaxis TV,2016-04-21 12:00:00,2016-04-30 12:00:00,5471,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOSMAA2,NordicOrderID:17656,Xaxis TV,2016-04-27 12:00:00,2016-05-08 12:00:00,5500,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,RTB,Video
0063100000fkONqAAM,NordicOrderID:11121,Xaxis Display,2016-01-18 12:00:00,2016-02-28 12:00:00,5547,Xaxis DK - Audience,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Desktop: branding + retargeting - Est. Clicks 12.413 - est. Conversions 2.270,Display
0063100000fkOjZAAU,NordicOrderID:15408,Xaxis Display,2016-04-01 12:00:00,2016-06-30 12:00:00,5625,Xaxis DK - Audience,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Digital Display Women 15-35 Mobile Banner,Display
0063100000fkOjZAAU,NordicOrderID:15407,Xaxis Mobile,2016-04-01 12:00:00,2016-06-30 12:00:00,5625,Xaxis DK - Mobil,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Digital Display Women 15-35 Mobile Banner,Mobile
0063100000fkOjaAAE,NordicOrderID:18941,Xaxis Display,2016-07-01 12:00:00,2016-09-30 12:00:00,5625,Xaxis DK - Audience,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Digital Display Women 15-35 Mobile Banner,Display
0063100000fkOjaAAE,NordicOrderID:18939,Xaxis Mobile,2016-07-01 12:00:00,2016-09-30 12:00:00,5625,Xaxis DK - Mobil,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Digital Display Women 15-35 Mobile Banner,Mobile
0063100000fkOjlAAE,NordicOrderID:20099,Xaxis TV,2016-10-03 12:00:00,2016-10-09 12:00:00,5625,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Whitelist Men 16-30, the common urban guy+retargeting Desktop Banner freq. 2 pr week",Video
0063100000fkObMAAU,NordicOrderID:31811,Xaxis TV,2016-10-04 12:00:00,2016-10-09 12:00:00,5684,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Dynamic Allocation, Abenthus budskab, BT, Tipsbladet, MX, Her&Nu,CPC",Video
0063100000fkOiGAAU,NordicOrderID:16951,Xaxis TV,2016-05-09 12:00:00,2016-09-04 12:00:00,5717,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Xaxis Video Reach - Bornefamilier, hele DK",Video
0063100000fkOaSAAU,NordicOrderID:11644,Xaxis TV,2016-02-12 12:00:00,2016-03-01 12:00:00,5824,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,RON GAME: Behavioural/Contextual,Video
0063100000fkOaSAAU,NordicOrderID:11645,Xaxis TV,2016-02-12 12:00:00,2016-03-01 12:00:00,5824,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,RON GAME: Behavioural/Contextual,Video
0063100000fkORzAAM,NordicOrderID:10661,Xaxis TV,2016-02-02 12:00:00,2016-02-07 12:00:00,6000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOLuAAM,NordicOrderID:15039,Xaxis TV,2016-04-01 12:00:00,2016-06-30 12:00:00,6000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Behaviour, contextual, white list DK",Video
0063100000fkOnHAAU,NordicOrderID:18043,Xaxis TV,2016-05-01 12:00:00,2016-06-30 12:00:00,6000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Dynamic Allocation, Display Ads - Retargeting/Beh. Targeting",Video
0063100000fkOLtAAM,NordicOrderID:18267,Xaxis TV,2016-05-15 12:00:00,2016-06-30 12:00:00,6000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Programmatic - SE,Video
0063100000fkOLtAAM,NordicOrderID:18269,Xaxis TV,2016-05-15 12:00:00,2016-06-30 12:00:00,6000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Programmatic - SE,Video
0063100000fkOdBAAU,NordicOrderID:17375,Xaxis TV,2016-05-23 12:00:00,2016-06-19 12:00:00,6000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,LinkedIn,Video
0063100000fkOfZAAU,NordicOrderID:18667,Xaxis Mobile,2016-07-01 12:00:00,2016-07-31 12:00:00,6000,Xaxis DK - Mobil,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis DK - Retargeting + Facebook retargeting,Mobile
0063100000fkOP6AAM,NordicOrderID:35020,Xaxis TV,2016-10-01 12:00:00,2016-10-31 12:00:00,6000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Vejhjaelp - Ny trafik,Video
0063100000fkOX1AAM,NordicOrderID:38349,Xaxis TV,2016-12-07 12:00:00,2016-12-08 12:00:00,6117,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,25-26 (Spotlaengde: 25 sek) Frek 1/spot start kl. 20 Onsdag,Video
0063100000fkOKXAA2,NordicOrderID:10857,Xaxis TV,2016-01-15 12:00:00,2016-03-31 12:00:00,6160,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Global Retargeting,Video
0063100000fkOKXAA2,NordicOrderID:10867,Xaxis TV,2016-01-15 12:00:00,2016-03-31 12:00:00,6160,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Global Retargeting,Video
0063100000fkOkNAAU,NordicOrderID:38112,Xaxis TV,2016-11-25 12:00:00,2016-11-27 12:00:00,6200,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Xaxis TV Premium 30 sek + 10 sek, K18-24",Video
0063100000fkOkNAAU,NordicOrderID:38117,Xaxis TV,2016-11-25 12:00:00,2016-11-27 12:00:00,6200,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Xaxis TV Premium 30 sek + 10 sek, K18-24",Video
0063100000fkObVAAU,NordicOrderID:10880,Xaxis TV,2016-02-01 12:00:00,2016-02-29 12:00:00,6250,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,RON - Travel Interest,Video
0063100000fkOjHAAU,NordicOrderID:12055,Xaxis TV,2016-03-28 12:00:00,2016-04-10 12:00:00,6312,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Reach, Interactive, RON, Core: Women 15-19 (Broad: Women 15-25), Mixed, Video, freq. 3 pr. wk",Video
0063100000fkOkKAAU,NordicOrderID:11834,Xaxis TV,2016-02-24 12:00:00,2016-02-29 12:00:00,6333,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Appnexus P25-45 + Cinephiles (sustain),Video
0063100000fkOMRAA2,NordicOrderID:16918,Xaxis TV,2016-05-01 12:00:00,2016-06-30 12:00:00,6400,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Desktop - Reach (Purchase - time of day + retargeting),Video
0063100000fkOMRAA2,NordicOrderID:16919,Xaxis TV,2016-05-02 12:00:00,2016-05-08 12:00:00,6400,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Desktop - Reach (Purchase - time of day + retargeting),Video
0063100000fkOYZAA2,NordicOrderID:35871,Xaxis TV,2016-11-07 12:00:00,2016-12-31 12:00:00,6500,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,retargeting,Video
0063100000fkOP4AAM,NordicOrderID:14965,Xaxis TV,2016-03-01 12:00:00,2016-03-31 12:00:00,6600,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Vejhjaelp - Ny trafik,Video
0063100000fkOSNAA2,NordicOrderID:19379,Xaxis TV,2016-08-08 12:00:00,2016-08-21 12:00:00,6600,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,RTB indkob i malgruppen,Video
0063100000fkOTLAA2,NordicOrderID:19933,Xaxis TV,2016-08-29 12:00:00,2016-09-03 12:00:00,6611,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,GEO: Frederikshavn,Video
0063100000fkOMOAA2,NordicOrderID:18550,Xaxis TV,2016-07-01 12:00:00,2016-07-31 12:00:00,6667,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Desktop - Reach (Purchase - time of day + retargeting),Video
0063100000fkOMFAA2,NordicOrderID:19347,Xaxis TV,2016-08-01 12:00:00,2016-08-31 12:00:00,6667,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Desktop - Reach (Purchase - time of day + retargeting),Video
0063100000fkOZSAA2,NordicOrderID:15135,Xaxis TV,2016-04-01 12:00:00,2016-04-30 12:00:00,6688,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Retargeting,Video
0063100000fkOfGAAU,NordicOrderID:19478,Xaxis TV,2016-08-01 12:00:00,2016-08-31 12:00:00,6700,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Programmatic SE,Video
0063100000fkOTQAA2,NordicOrderID:19929,Xaxis TV,2016-08-29 12:00:00,2016-09-03 12:00:00,6810,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,GEO: SONDERBORG,Video
0063100000fkOS9AAM,NordicOrderID:16737,Xaxis TV,2016-04-29 12:00:00,2016-06-30 12:00:00,6868,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOfJAAU,NordicOrderID:28757,Xaxis TV,2016-09-01 12:00:00,2016-09-30 12:00:00,6957,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Programmatic SE,Video
0063100000fkOLuAAM,NordicOrderID:15038,Xaxis TV,2016-04-01 12:00:00,2016-06-30 12:00:00,7000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Behaviour, contextual, white list DK",Video
0063100000fkOOCAA2,NordicOrderID:16414,Xaxis TV,2016-04-25 12:00:00,2016-05-01 12:00:00,7000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Geo: Glostrup og omegn, shopping, fashio",Video
0063100000fkORwAAM,NordicOrderID:16809,Xaxis TV,2016-05-01 12:00:00,2016-05-31 12:00:00,7000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkORwAAM,NordicOrderID:16810,Xaxis TV,2016-05-01 12:00:00,2016-05-31 12:00:00,7000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOYQAA2,NordicOrderID:17686,Xaxis TV,2016-05-20 12:00:00,2016-06-09 12:00:00,7000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOWhAAM,NordicOrderID:17786,Xaxis TV,2016-06-01 12:00:00,2016-08-31 12:00:00,7000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Behavioral, look-a-like, retargeting, geosegmenteret Norrebro",Video
0063100000fkOfWAAU,NordicOrderID:19153,Xaxis Mobile,2016-08-01 12:00:00,2016-08-31 12:00:00,7000,Xaxis DK - Mobil,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis DK - Programmatic - Retargeting + Facebook retargeting,Mobile
0063100000fkOmEAAU,NordicOrderID:28015,Xaxis TV,2016-09-01 12:00:00,2016-09-30 12:00:00,7000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Retargeting,Video
0063100000fkOP5AAM,NordicOrderID:35040,Xaxis TV,2016-11-01 12:00:00,2016-11-30 12:00:00,7000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Vejhjaelp - Ny trafik,Video
0063100000fkOW0AAM,NordicOrderID:34918,Xaxis TV,2016-11-01 12:00:00,2016-12-18 12:00:00,7038,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"UAE, Saudia Arabia, South Africa, Lebanon, Egypt",Video
0063100000fkOhNAAU,NordicOrderID:10855,Xaxis TV,2015-12-28 12:00:00,2015-12-31 12:00:00,7093,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOVNAA2,NordicOrderID:19217,Xaxis TV,2016-07-19 12:00:00,2016-08-07 12:00:00,7134,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOP1AAM,NordicOrderID:11275,Xaxis TV,2016-01-01 12:00:00,2016-01-31 12:00:00,7177,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Vejhjaelp,Video
0063100000fkOmKAAU,NordicOrderID:29232,Xaxis TV,2016-05-09 12:00:00,2016-07-03 12:00:00,7200,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Broad Targeting,Video
0063100000fkOnVAAU,NordicOrderID:33099,Xaxis TV,2016-10-03 12:00:00,2016-10-23 12:00:00,7200,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Taktisk strategi: Lookalikes, retargeting",Video
0063100000fkOnVAAU,NordicOrderID:33100,Xaxis TV,2016-10-03 12:00:00,2016-10-23 12:00:00,7200,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Taktisk strategi: Lookalikes, retargeting",Video
0063100000fkOaSAAU,NordicOrderID:11647,Xaxis TV,2016-02-12 12:00:00,2016-03-01 12:00:00,7280,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,RON GAME: Behavioural/Contextual,Video
0063100000fkOb0AAE,NordicOrderID:10990,Xaxis TV,2016-01-25 12:00:00,2016-02-22 12:00:00,7359,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOazAAE,NordicOrderID:12032,Xaxis TV,2016-01-25 12:00:00,2016-02-22 12:00:00,7359,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOaUAAU,NordicOrderID:12033,Xaxis TV,2016-02-06 12:00:00,2016-02-25 12:00:00,7359,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkORqAAM,NordicOrderID:14518,Xaxis TV,2016-03-01 12:00:00,2016-04-03 12:00:00,7400,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,600.000+ imp l Retargeting mod trafik pa landingpage,Video
0063100000fkOigAAE,NordicOrderID:11483,Xaxis TV,2016-01-01 12:00:00,2016-01-31 12:00:00,7498,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Contextual Targeting - Childrens health + Retargeting,Video
0063100000fkOieAAE,NordicOrderID:11480,Xaxis TV,2016-02-01 12:00:00,2016-02-29 12:00:00,7498,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Contextual Targeting - Childrens health + Retargeting,Video
0063100000fkOijAAE,NordicOrderID:14694,Xaxis TV,2016-03-01 12:00:00,2016-03-31 12:00:00,7498,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Awareness/Reach (demografisk, fashion context)",Video
0063100000fkOSOAA2,NordicOrderID:18026,Xaxis TV,2016-06-13 12:00:00,2016-07-10 12:00:00,7500,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"RTB, bred daekning",Video
0063100000fkON5AAM,NordicOrderID:18465,Xaxis TV,2016-06-27 12:00:00,2016-11-06 12:00:00,7500,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Dynamic Allocation RTB: Ledere i det offentlig segment, KBH",Video
0063100000fkOkNAAU,NordicOrderID:38118,Xaxis TV,2016-11-25 12:00:00,2016-11-27 12:00:00,7500,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Xaxis TV Premium 30 sek + 10 sek, K18-24",Video
0063100000fkOkNAAU,NordicOrderID:38119,Xaxis TV,2016-11-25 12:00:00,2016-11-27 12:00:00,7500,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Xaxis TV Premium 30 sek + 10 sek, K18-24",Video
0063100000fkOOpAAM,NordicOrderID:15093,Xaxis TV,2016-04-01 12:00:00,2016-04-30 12:00:00,7544,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Falck_Erhverv_Display_April_2016,Video
0063100000fkOOuAAM,NordicOrderID:16837,Xaxis TV,2016-05-01 12:00:00,2016-05-31 12:00:00,7544,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Falck_Erhverv_Display_Maj,Video
0063100000fkOOtAAM,NordicOrderID:17947,Xaxis TV,2016-06-01 12:00:00,2016-06-30 12:00:00,7544,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Erhverv Display Juni 2016,Video
0063100000fkOOsAAM,NordicOrderID:18647,Xaxis TV,2016-07-01 12:00:00,2016-07-31 12:00:00,7544,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Falck_Erhverv_Display_Juli_2016 (MS-DK-8900),Video
0063100000fkOOqAAM,NordicOrderID:19436,Xaxis TV,2016-08-01 12:00:00,2016-08-31 12:00:00,7544,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Falck_Erhverv_Display_August_2016,Video
0063100000fkOOxAAM,NordicOrderID:20250,Xaxis TV,2016-09-01 12:00:00,2016-09-30 12:00:00,7544,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Falck_Erhverv_Display_September_2016,Video
0063100000fkOOwAAM,NordicOrderID:31712,Xaxis TV,2016-10-01 12:00:00,2016-10-31 12:00:00,7544,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Falck_Erhverv_Display_September_2016 - Retargeting,Video
0063100000fkOOvAAM,NordicOrderID:38398,Xaxis TV,2016-11-01 12:00:00,2016-11-30 12:00:00,7544,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Falck_Erhverv_Display_November_2016,Video
0063100000fkOOrAAM,NordicOrderID:38511,Xaxis TV,2016-12-01 12:00:00,2016-12-31 12:00:00,7544,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Falck_Erhverv_Display_December_2016,Video
0063100000fkOQ5AAM,NordicOrderID:34598,Xaxis TV,2016-12-01 12:00:00,2016-12-25 12:00:00,7559,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Samme strategi som AlwaysOn,Video
0063100000fkOP4AAM,NordicOrderID:14966,Xaxis TV,2016-03-01 12:00:00,2016-03-31 12:00:00,7600,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Vejhjaelp - Ny trafik,Video
0063100000fkOTfAAM,NordicOrderID:31001,Xaxis TV,2016-09-26 12:00:00,2016-10-02 12:00:00,7814,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,GEO: Roskilde,Video
0063100000fkOjjAAE,NordicOrderID:31449,Xaxis TV,2016-09-26 12:00:00,2016-10-02 12:00:00,7833,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"RON W25-40, young moms & young business women Desktop Banner 300x600, 300x250, 930x180 freq. 2 peer",Video
0063100000fkOcwAAE,NordicOrderID:11914,Xaxis TV,2016-02-01 12:00:00,2016-02-29 12:00:00,7946,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis Sync - Bannerannoncering,Video
0063100000fkORrAAM,NordicOrderID:11909,Xaxis TV,2016-02-13 12:00:00,2016-03-06 12:00:00,7995,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkONwAAM,NordicOrderID:14526,Xaxis TV,2016-02-13 12:00:00,2016-03-06 12:00:00,7995,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,,Video
0063100000fkOnlAAE,NordicOrderID:38854,Xaxis TV,2016-11-28 12:00:00,2016-11-30 12:00:00,7996,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis DK - Video - RON - Norway,Video
0063100000fkOKnAAM,NordicOrderID:16555,Xaxis TV,2016-01-01 12:00:00,2016-03-31 12:00:00,8000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Lead NL Q1 2016 RTG,Video
0063100000fkOO2AAM,NordicOrderID:11929,Xaxis TV,2016-02-01 12:00:00,2016-03-31 12:00:00,8000,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"RON, P40+",Video
0063100000fkORBAA2,NordicOrderID:12204,Xaxis TV,2016-02-29 12:00:00,2016-03-13 12:00:00,8000,Xaxis DK - Video,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis Video - RON - IP targeting,Video
0063100000fkOOEAA2,NordicOrderID:12357,Xaxis TV,2016-03-21 12:00:00,2016-04-03 12:00:00,8000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,"Geo: Glostrup og omegn, shopping, fashion",Video
0063100000fkOfUAAU,NordicOrderID:14777,Xaxis Mobile,2016-03-29 12:00:00,2016-04-10 12:00:00,8000,Xaxis DK - Mobil,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Xaxis DK - Programmatic - RON - Behavioral Targeting & Retargeting,Mobile
0063100000fkOLtAAM,NordicOrderID:18266,Xaxis TV,2016-05-15 12:00:00,2016-06-30 12:00:00,8000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Programmatic - SE,Video
0063100000fkOOIAA2,NordicOrderID:18027,Xaxis TV,2016-06-13 12:00:00,2016-06-19 12:00:00,8000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Geo: Glostrup og omegn,Video
0063100000fkOP2AAM,NordicOrderID:38199,Xaxis TV,2016-07-01 12:00:00,2016-07-31 12:00:00,8000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Vejhjaelp - Ny Trafik,Video
0063100000fkOYYAA2,NordicOrderID:34975,Xaxis TV,2016-10-31 12:00:00,2016-12-31 12:00:00,8000,Xaxis DK - Programmatic,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Kontekstual + retargeting,Video
0063100000fkOfdAAE,NordicOrderID:34899,Xaxis Mobile,2016-11-01 12:00:00,2016-11-30 12:00:00,8000,Xaxis DK - Mobil,Net Cost (Calc Margin),MediaTrader,012i0000001EB0fAAG,0,Externally Managed,Triggers,Retargeting + Facebook retargeting,Mobile
