Market,Agency__c,Forecast_Month__c,Forecast_Year__c,Forecast__c,CurrencyIsoCode,Forecast_Type__c,Forecast_Quarter__c,Business_Unit__c,Forecast_Level__c
Switzerland,a00i000000cw2wxAAA,Sep,2016,527913,USD,Cartesis,Q3RF 2016,Xaxis,Market
Switzerland,a00i000000cw2wxAAA,Oct,2016,790053,USD,Cartesis,Q3RF 2016,Xaxis,Market
Switzerland,a00i000000cw2wxAAA,Nov,2016,588138,USD,Cartesis,Q3RF 2016,Xaxis,Market
Switzerland,a00i000000cw2wxAAA,Dec,2016,533211,USD,Cartesis,Q3RF 2016,Xaxis,Market
Denmark,a00i000000GIJl9AAH,Jan,2016,1319983,USD,Cartesis,Q3RF 2016,Xaxis,Market
Denmark,a00i000000GIJl9AAH,Feb,2016,1644365,USD,Cartesis,Q3RF 2016,Xaxis,Market
Denmark,a00i000000GIJl9AAH,Mar,2016,1918218,USD,Cartesis,Q3RF 2016,Xaxis,Market
Denmark,a00i000000GIJl9AAH,Apr,2016,1703293,USD,Cartesis,Q3RF 2016,Xaxis,Market
Denmark,a00i000000GIJl9AAH,May,2016,1834493,USD,Cartesis,Q3RF 2016,Xaxis,Market
Denmark,a00i000000GIJl9AAH,Jun,2016,1978745,USD,Cartesis,Q3RF 2016,Xaxis,Market
Denmark,a00i000000GIJl9AAH,Jul,2016,1595694,USD,Cartesis,Q3RF 2016,Xaxis,Market
Denmark,a00i000000GIJl9AAH,Aug,2016,1646201,USD,Cartesis,Q3RF 2016,Xaxis,Market
Denmark,a00i000000GIJl9AAH,Sep,2016,1906302,USD,Cartesis,Q3RF 2016,Xaxis,Market
Denmark,a00i000000GIJl9AAH,Oct,2016,2027535,USD,Cartesis,Q3RF 2016,Xaxis,Market
Denmark,a00i000000GIJl9AAH,Nov,2016,1753880,USD,Cartesis,Q3RF 2016,Xaxis,Market
Denmark,a00i000000GIJl9AAH,Dec,2016,1613493,USD,Cartesis,Q3RF 2016,Xaxis,Market
Sweden,a00i000000GIJlIAAX,Jan,2016,173146.8,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Sweden,a00i000000GIJlIAAX,Feb,2016,247589.4,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Sweden,a00i000000GIJlIAAX,Mar,2016,200097.5,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Sweden,a00i000000GIJlIAAX,Apr,2016,482876.7,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Sweden,a00i000000GIJlIAAX,May,2016,21644.27,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Sweden,a00i000000GIJlIAAX,Jun,2016,196844.1,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Sweden,a00i000000GIJlIAAX,Jul,2016,455382.9,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Sweden,a00i000000GIJlIAAX,Aug,2016,202635.2,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Sweden,a00i000000GIJlIAAX,Sep,2016,140243.7,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Sweden,a00i000000GIJlIAAX,Oct,2016,54612.89,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Sweden,a00i000000GIJlIAAX,Nov,2016,229910,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Sweden,a00i000000GIJlIAAX,Dec,2016,210978.7,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Turkey,a00i000000GIJlJAAX,Jan,2016,68545.23,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Turkey,a00i000000GIJlJAAX,Feb,2016,115017,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Turkey,a00i000000GIJlJAAX,Mar,2016,85017.5,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Turkey,a00i000000GIJlJAAX,Apr,2016,148497,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Turkey,a00i000000GIJlJAAX,May,2016,136741.7,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Turkey,a00i000000GIJlJAAX,Jun,2016,87634.89,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Turkey,a00i000000GIJlJAAX,Jul,2016,87004.32,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Turkey,a00i000000GIJlJAAX,Aug,2016,117106,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Turkey,a00i000000GIJlJAAX,Sep,2016,91619.09,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Turkey,a00i000000GIJlJAAX,Oct,2016,175925,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Turkey,a00i000000GIJlJAAX,Nov,2016,210676.7,USD,Cartesis,Q3RF 2016,Light Reaction,Market
Turkey,a00i000000GIJlJAAX,Dec,2016,278478.6,USD,Cartesis,Q3RF 2016,Light Reaction,Market
